|normal|withouturl|no_clean|url_clean
131|The Supreme Court should remain above partisan politics, Senator. http:// ofa.bo/2csFxie #DoYourJob pic.twitter.com/Wjd96qn9Hf|The Supreme Court should remain above partisan politics, Senator. http://   #DoYourJob  |5.573333333333333|5.573333333333333
132|Progress starts with a conversation. Make sure you have the facts to get yours started: http:// ofa.bo/2csuypk pic.twitter.com/Q3iP0Jwg1t|Progress starts with a conversation. Make sure you have the facts to get yours started: http://    |5.770909090909092|5.770909090909092
133|When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate pic.twitter.com/8tygZI0TDR|When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate  |6.0661538461538465|6.0661538461538465
134|"""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing: http:// ofa.bo/2cb8DBX"|"""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing: http://  "|5.192|5.192
135|President Obama just made history by protecting nearly 5,000 square miles off the New England coast. http:// ofa.bo/2caUhRY #OurOcean|President Obama just made history by protecting nearly 5,000 square miles off the New England coast. http://   #OurOcean|5.388|5.388
136|LIVE: President Obama is speaking at the 2016 Our Ocean Conference. http:// ofa.bo/2cQJ3DM #OurOcean|LIVE: President Obama is speaking at the 2016 Our Ocean Conference. http://   #OurOcean|5.234999999999999|5.234999999999999
137|We need nine justices for a fully functioning Supreme Court and editorial boards across the country agree. http:// ofa.bo/2c9hILF|We need nine justices for a fully functioning Supreme Court and editorial boards across the country agree. http://  |5.461818181818182|5.441666666666666
138|We can't let Senate leaders ignore their constitutional responsibilities. http:// ofa.bo/2cIlvVN #DoYourJob pic.twitter.com/IwO7CAoVm2|We can't let Senate leaders ignore their constitutional responsibilities. http://   #DoYourJob  |4.819999999999999|4.819999999999999
139|Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: http:// ofa.bo/2caQ4CK|Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: http://  |4.98|4.98
140|The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: http:// ofa.bo/2caExn4|The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: http://  |5.483076923076923|5.483076923076923
141|Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. http:// ofa.bo/2cpD3Ct #DoYourJob|Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. http://   #DoYourJob|5.45076923076923|5.45076923076923
142|Median household income: Poverty rate: Uninsured rate: Middle-class economics works. pic.twitter.com/ThPXBSux09|Median household income: Poverty rate: Uninsured rate: Middle-class economics works.  |5.3100000000000005|5.3100000000000005
143|In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. http:// ofa.bo/2cKZn8W|In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. http://  |5.4152941176470595|5.4152941176470595
144|The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. pic.twitter.com/7mmbuXjsPO|The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now.  |5.415555555555556|5.415555555555556
145|ICYMI: This is a really big deal. pic.twitter.com/raNeUV5fRd|ICYMI: This is a really big deal.  |5.619999999999999|5.619999999999999
146|"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. http:// ofa.bo/2cjizdw"|"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. http://  "|5.316000000000001|5.316000000000001
147|These are records we can't keep breaking. We must work together to #ActOnClimate . pic.twitter.com/sTxNR10sjK|These are records we can't keep breaking. We must work together to #ActOnClimate .  |5.408888888888888|5.408888888888888
148|Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. http:// ofa.bo/2cH9trK|Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. http://  |5.28|5.28
149|We need to keep up efforts to fight climate change at every level locally, nationally, globally. #ActOnClimate pic.twitter.com/L10qdkgPDg|We need to keep up efforts to fight climate change at every level locally, nationally, globally. #ActOnClimate  |5.1818181818181825|5.216666666666668
150|Senate leaders are back in session. Keep the pressure high call out their obstructionism. http:// ofa.bo/2bZK2oj #DoYourJob|Senate leaders are back in session. Keep the pressure high call out their obstructionism. http://   #DoYourJob|5.0175|5.252
151|There's no need to overcomplicate the process. #DoYourJob pic.twitter.com/QgaNgKNBzJ|There's no need to overcomplicate the process. #DoYourJob  |4.57|4.57
152|We must take bold steps now climate change is already impacting millions of people. http:// ofa.bo/2czxiBK #ActOnClimate|We must take bold steps now climate change is already impacting millions of people. http://   #ActOnClimate|5.473333333333333|5.541818181818181
153|Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: http:// ofa.bo/2co9UcY|Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: http://  |5.586249999999999|5.586249999999999
154|Stay in the loop with important facts. Join @OFA 's Truth Team: http:// ofa.bo/2cwiLqs pic.twitter.com/FDOocrpQvU|Stay in the loop with important facts. Join @OFA 's Truth Team: http://    |5.486666666666667|5.486666666666667
155|Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. http:// ofa.bo/2bUKt3i|Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. http://  |5.6090909090909085|5.6090909090909085
156|Fewer Americans are uninsured than ever before, thanks to #Obamacare . http:// ofa.bo/2cilNlT|Fewer Americans are uninsured than ever before, thanks to #Obamacare . http://  |5.54|5.54
157|Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: http:// ofa.bo/2ckGIU7 #DoYourJob|Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: http://   #DoYourJob|5.22|5.22
158|The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work. pic.twitter.com/1YzeZLIcAT|The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work.  |5.258181818181819|5.258181818181819
159|Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: http:// ofa.bo/2chZqvI|Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: http://  |5.422857142857144|5.422857142857144
160|The Paris Climate Agreement is a big deal in the fight against climate change and now, a big step closer to reality. http:// ofa.bo/2c20UYS|The Paris Climate Agreement is a big deal in the fight against climate change and now, a big step closer to reality. http://  |5.208571428571429|5.23125
161|The United States is leading the way in the fight to #ActOnClimate . pic.twitter.com/vkUMjg6XKc|The United States is leading the way in the fight to #ActOnClimate .  |5.025|5.025
162|Conservation not only protects diverse lands and species, it's also an important part of battling climate change. http:// ofa.bo/2c1ui1v|Conservation not only protects diverse lands and species, it's also an important part of battling climate change. http://  |5.239999999999999|5.239999999999999
163|"""When we protect our lands, it helps us protect the climate for the future.""  President Obama #ActOnClimate http://www. snappytv.com/tc/2710336"|"""When we protect our lands, it helps us protect the climate for the future.""  President Obama #ActOnClimate  .  "|5.9018181818181805|5.9018181818181805
164|President Obama has a message for America's workers today check it out: http:// ofa.bo/2c9zC6j #LaborDay pic.twitter.com/qzbHAfRXNs|President Obama has a message for America's workers today check it out: http://   #LaborDay  |5.419999999999999|5.605
165|In the weekly address, President Obama commemorates the labor movement that helped build this country. http:// ofa.bo/2bY9ruQ|In the weekly address, President Obama commemorates the labor movement that helped build this country. http://  |5.435555555555556|5.435555555555556
166|Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. pic.twitter.com/Pr78WaT0V2|Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs.  |5.3146666666666675|5.3146666666666675
167|When Americans stand together, there's no challenge too great to solve not even climate change. #ActOnClimate today: http:// ofa.bo/2bIxOeU|When Americans stand together, there's no challenge too great to solve not even climate change. #ActOnClimate today: http://  |5.506666666666667|5.454545454545454
168|Unemployment: Deficits: Uninsured rate: Jobs: +15.1 million pic.twitter.com/mWcAgfM8zn|Unemployment: Deficits: Uninsured rate: Jobs: +15.1 million  |7.38|7.38
169|It's been a long road, but we're far better off than we were eight years ago. pic.twitter.com/o8UdtCezYE|It's been a long road, but we're far better off than we were eight years ago.  |5.132307692307692|5.132307692307692
170|The economy added 151,000 jobs in August extending the longest streak of total job growth on record.|The economy added 151,000 jobs in August extending the longest streak of total job growth on record.|5.528333333333333|5.572307692307693
171|Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland say so. http:// ofa.bo/2bUhngC #DoYourJob|Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland say so. http://   #DoYourJob|5.358461538461539|5.371428571428572
